,title,link,text
17,Saudi Aramco повысила цены на нефть для США после сокращения добычи ОПЕК+,https://www.rbc.ru/economics/06/10/2022/633ec7a39a79476f88ea7793,"Национальная нефтяная компания Саудовской Аравии Saudi Aramco повысила ноябрьские цены на нефть для США, со ссылкой на данные компании сообщил Bloomberg. «Цены на все сорта для северно-западной части Европы и Средиземноморского региона были понижены. Цены на все сорта для США — повышены на ¢20», — пишет агентство. При этом для Азии Saudi Aramco не стала повышать цену на свой основной сорт нефти Arab Light, хотя нефтепереработчики и трейдеры, опрошенные Bloomberg, прогнозировали подорожание на ¢40. Как отмечает агентство, столь резкое повышение привело бы к усилению напряженности на нефтяном рынке, поскольку накануне ОПЕК+ и так решила сократить добычу на 2 млн барр. в сутки. Новое сокращение стало рекордным с 2020 года. США выступали против этого решения, писал CNN. По словам источников телеканала, в американской администрации опасались, что снижение суточной добычи даже на 1 млн барр. привело бы к росту цен на нефть и стоимости бензина в стране в «опасное» для нее время — за пять недель до выборов в палату представителей. В связи с этим США развернули целую «кампанию», чтобы убедить союзников на Ближнем Востоке проголосовать против сокращения. Однако решение о снижении добычи все же было принято. В ответ на него США в ноябре направят на рынок 10 млн барр. нефти из стратегического запаса, чтобы добиться снижения цен на сырье. В то же время Россия может еще сильнее сократить добычу, сообщил Bloomberg. К такой мере она, возможно, прибегнет в ответ на введение потолка цен на нефть, который ранее 6 октября в рамках нового пакета санкций утвердил Евросоюз, пишет агентство. В Кремле решение ЕС назвали абсурдным, отметив, что оно способно оказать разрушительное влияние на будущее энергетических рынков и тем самым «навредить практически всем государствам»."
18,Швеция заявила о признаках «серьезного саботажа» на «Северных потоках»,https://www.rbc.ru/economics/06/10/2022/633eb3a09a794767b91301ee,"Служба государственной безопасности Швеции (СЭПО) завершила расследование на месте аварий на газопроводах «Северный поток» и «Северный поток-2» в Балтийском море. «Расследование усилило подозрения в серьезном саботаже», — сообщили в СЭПО. Изучив место происшествия, служба пришла к выводу, что на газопроводах в исключительной экономической зоне Швеции произошли взрывы, которые привели к серьезным повреждениям труб. Оцепление на месте, где проводилось расследование, снято. Аварии на обоих «Северных потоках» произошли в конце сентября. Шведские и датские сейсмологи сообщили о мощных взрывах. В «Газпроме» заявили о беспрецедентных повреждениях трубопроводов. Утечки газа прекратились 3 октября. Расследованием происшествия занимаются Швеция и Дания при участии Германии. Лидеры этих стран прежде уже предполагали, что аварии произошли в результате преднамеренных действий. Российские власти считают, что разрушение газопроводов было выгодно США. Президент Владимир Путин обвинил в случившемся «англосаксов». Москва не раз заявляла, что расследование аварий невозможно без участия России, хотя поступает информация, что страну не собираются привлекать."
19,Путин провел совещание по экономическим вопросам. Видео,https://www.rbc.ru/economics/06/10/2022/633eb0169a794766d4ac292d,
20,Собянин утвердил проект 13-й станции Кольцевой линии,https://www.rbc.ru/rbcfreenews/633ea5959a794762928de8bd,"Сергей Собянин утвердил проект станции «Суворовская» Кольцевой линии метро. Мэр Москвы отметил, что станция будет построена между «Новослободской» и «Проспектом Мира». По его словам, новая станция позволит улучшить транспортную доступность спорткомплекса «Олимпийский» и районов Мещанский, Тверской и Марьина Роща, где проживают больше 200 тыс. москвичей. «С «Суворовской» можно будет перейти на станцию «Достоевская» Люблинско-Дмитровской линии. У пассажиров салатовой ветки появятся дополнительные варианты поездок по городу. Кроме того, частично разгрузятся перегоны и пересадочные станции внутри Кольцевой линии», — написал Собянин в своем телеграм-канале. Задел для строительства станции был создан еще при прокладке Кольцевой линии 70 лет назад, однако к практической реализации этих планов вернулись только несколько лет назад. Кроме того, в рамках программы реновации рядом с «Суворовской» будет возведен жилой дом. Также там появятся общественно-деловой и торгово-развлекательный центры. «Приведем в порядок дороги, включая Олимпийский проспект, Суворовскую площадь, улицы Достоевского, Самотечную, Советской Армии, Селезневскую, Самарскую и Щепкина. Обустроим парковки и современные остановки наземного транспорта», — добавил градоначальник. В ходе работ будут обустроены парковки для автомобилей и современные остановочные павильоны для пассажиров наземного транспорта."
21,Мэрия заявила о применении российских материалов при благоустройстве БКЛ,https://www.rbc.ru/rbcfreenews/633e8a139a7947567a92e1b6,"Натуральный камень и другие материалы из российских регионов используются при благоустройстве территорий вокруг станций Большой кольцевой линии метро. Об этом сообщил вице-мэр Москвы по вопросам градостроительной политики и строительства Андрей Бочкарев. По словам руководителя столичного градостроительного комплекса, на территории вокруг каждой станции БКЛ проходит комплексное благоустройство, включающее высадку деревьев, газонов, установку лавок и других малых архитектурных форм, а также мощение дорожек. «Создаются удобные маршруты от метро к близлежащим жилым домам, офисам, объектам социальной инфраструктуры, а также к остановкам наземного общественного транспорта, — уточнил заммэра. — При этом в основном используются материалы, произведенные на отечественных предприятиях, а также натуральный камень, добытый на российских месторождениях». В частности, на «Аминьевской» в рамках создаваемого транспортно-пересадочного узла ведется мощение гранитной плиткой. Укладывают белый гранит с одного из крупнейших в мире месторождений по объему залегания природного камня — Ташмурунского в Башкирии, а также черный гранит габбро, который добывают в Карелии. Отмечается, что выбор материала при благоустройстве станций может быть обусловлен и художественной концепцией. Генеральный директор АО «Мосинжпроект» Юрий Кравцов сообщил, что центральная аллея, ведущая от строящейся станции БКЛ метро «Сокольники» к одноименному парку, будет вымощена красным клинкерным кирпичом российского производства. «Такой цвет символизирует принадлежность к Сокольнической линии — первой линии столичного метрополитена, пуск которой состоялся в 1935 году», — добавил Юрий Кравцов. По его словам, красным кирпичом облицовывают также вентиляционные киоски, расположенные на аллее. Глава «Мосинжпроекта» уточнил, что клинкерный кирпич производят из специального вида глины, обжигаемой при температуре около 1200 градусов, что придает ему разные оттенки красного цвета. Большая кольцевая линия — главный проект столичного метростроения. Ее длина составит более 70 км, здесь расположится 31 станция, 22 из них уже открыты для пассажиров."
22,Малому бизнесу поднимут порог доходов для права на уплату низких налогов,https://www.rbc.ru/economics/06/10/2022/633d8a269a794715a97c96d1,"Минэкономразвития рассчитало на 2023 год коэффициент-дефлятор, который нужен для определения предельного дохода, дающего право организации или индивидуальному предпринимателю пользоваться упрощенной системой налогообложения (УСН) с пониженными ставками. Как следует из проекта приказа, опубликованного министерством 4 октября, коэффициент для целей УСН составит 1,257, тогда как на текущий год он равен 1,096. Поскольку новый коэффициент ежегодно применяется к постоянной базе по годовому доходу (200 млн руб.), в 2023 году она вырастет на 14,7% — с текущих 219,2 млн до 251,4 млн руб. Это означает, что в 2023 году налогоплательщик сможет пользоваться льготными условиями УСН до тех пор, пока его доход с начала года не превысит 251,4 млн руб. Компания автоматически переводится на общую систему налогообложения с начала квартала, в котором допустила превышение лимита по выручке. Примерно на 14,6% в соответствии с документом Минэкономики вырастут в 2023 году и фиксированный авансовый платеж по налогу на доходы физического лица (НДФЛ) для получения трудового патента иностранным гражданином, торговый сбор (пока введен только в Москве), и при прочих равных налог на дополнительный доход от добычи углеводородного сырья. Период общественного обсуждения проекта продлится до 18 октября, однако Минэкономразвития применяет методику определения коэффициентов автоматически, исходя из данных об инфляции. Самый популярный режим В рамках лимита, дающего право на УСН, есть стандартные льготные ставки (6% при выбранном объекте налогообложения «доходы» или 15% на объекте «доходы минус расходы»), а также повышенные льготные ставки (соответственно, 8 или 20%). Налог по минимальным ставкам платится, если доход компании или предпринимателя не превышает 164,4 млн руб. в 2022 году. В 2023 году, согласно определенному Минэкономразвития коэффициенту, этот лимит тоже будет увеличен на 14,7%, до 188,55 млн руб. При этом ФНС заявляла, что в 2021 году подавляющее большинство плательщиков на УСН — более 99% — получили доход менее 150 млн руб., то есть уплачивали налог по минимальным ставкам. Региональные законы позволяют снижать минимальные ставки до 1 или 5%, следует из информации Федеральной налоговой службы (ФНС). Однако для применения УСН компаниям нужно соблюдать также лимиты по количеству сотрудников (не больше 130 человек) и остаточной стоимости основных средств (150 млн руб.). УСН заменяет все налоги, которые есть при общей системе налогообложения (налог на прибыль, НДС — для организаций, НДФЛ, НДС — для индивидуальных предпринимателей). Это самый востребованный у малого бизнеса спецрежим: по данным ФНС, по итогам 2021 года его применяли более 4,2 млн плательщиков (в том числе 1,45 млн организаций и 2,77 млн индивидуальных предпринимателей). Более 70% из них платили 6% или меньше (в соответствии с законами регионов) с объекта «доходы». Проблема расширения лимитов Коэффициенты-дефляторы определяются Минэкономики в соответствии с Налоговым кодексом, который требует «учитывать изменение потребительских цен» — в данном случае в 2022 году. Министерство прогнозирует, что инфляция на конец 2022 года составит 12,4%, а в среднем за этот год — 13,9%. В расчете коэффициента заложена новая прогнозная инфляция за 2022 год и учтены расхождения между прогнозом и фактом по этому показателю за 2021 год, пояснили РБК в пресс-службе Минэкономразвития. В прошлом году потребительские цены выросли на 8,4%. Чем выше значение данного коэффициента, тем больше предпринимателей смогут применять льготное налогообложения в рамках УСН; плательщик сможет применять льготный режим при большей величине собственного дохода, отметили в министерстве. «Мы постоянно говорим о том, что надо как можно сильнее расширять границы УСН, особенно в нынешних кризисных условиях. Дело даже не в преимуществах самого режима, а в неудобстве общей системы налогообложения, которая несет для предпринимателей непомерно большое количество рисков, затрат и сложностей», — сказала РБК руководитель центра экспертизы «Опоры России» Олеся Сапа. Сапа отметила, что многие предприниматели отказываются от инвестиций в развитие, когда понимают, что есть риск выйти за границы УСН из-за роста доходов. Кроме того, пересмотра в нынешних условиях требует и ограничение по остаточной стоимости, которое составляет 150 млн руб. и не индексируется. «Раньше оно было обоснованно, но с учетом инфляции и резкого роста цен на оборудование у многих могут возникнуть сложности в соблюдении этого норматива», — предупредила она."
23,Власти Таллина откажутся от новогоднего салюта на фоне энергокризиса,https://www.rbc.ru/rbcfreenews/633e23f49a79473c13c266cd,"В столице Эстонии Таллине утвердили план экономии средств из-за энергокризиса на 2023 год, он предусматривает отказ от новогоднего фейерверка, сообщает радио ERR со ссылкой на городскую управу. «Дух Рождества должен сохраняться, 31 декабря состоится большой праздник, но без фейерверков», — указал мэр Таллина Михаил Кылварт. Он добавил, что в честь праздника пройдут концерт и лазерное шоу. Кроме отказа от салюта, власти решили снять ранее рождественские украшения: огни уберут уже в середине января, а не в конце февраля, как это было раньше. Меры экономии коснутся не только праздничного периода. Власти решили изменить температурные нормы для зданий (19–21 градус для муниципальных, 20–21 — для школах и 21–23 — для детских садов) и сократить время работы уличного освещения в общей сложности на полчаса. Таким образом власти хотят сэкономить около €10 млн. Всего же в городском бюджете необходимо предусмотреть резерв размером €26 млн на случай роста цен на энергоносители. Энергокризис в Европе развился на фоне перебоев с поставками газа из России (газ используется в том числе для генерации электроэнергии), которые были вызваны как западными санкциями, так и проблемами с инфраструктурой, в том числе повреждением по пока неизвестной причине газопровода «Северный поток». Также на энергокризис повлияла засуха, из-за которой возникли проблемы в работе гидроэлектростанций. Европа разрабатывает меры, направленные на сокращение потребления энергии. В Еврокомиссии уже прогнозируют, что предстоящая зима будет «непростой», а следующая — «еще тяжелее». Разбираемся в рассылке"
24,В ДНР заявили об экспорте угля в Турцию,https://www.rbc.ru/rbcfreenews/633ddf319a79472d564fd782,"ДНР экспортирует уголь в Турцию, а оттуда он поступает в страны Ближнего Востока и Африки, сообщил «РИА Новости» премьер республики Виталий Хоценко. «Уголь достаточно качественный, соответственно, востребован во многих странах», — сказал он. В конце августа глава ДНР Денис Пушилин заявил, что республика полностью обеспечена углем и может экспортировать «качественные сортовые марки». В июле Пушилин обсуждал ситуацию в угольной отрасли, в том числе вопросы развития угледобывающей промышленности и обеспечение конкурентоспособности шахт, с замглавы администрации президента России Сергеем Кириенко. 5 октября президент Владимир Путин подписал законы о присоединении к России ДНР, а также ЛНР, Херсонской и Запорожской областей. Российское предприятие «Арктикуголь» в начале сентября сообщило, что после того как в Европе отказались от экспорта из России, на складе скопилось около 70 тыс. т угля. В компании рассказали, что сейчас ведут переговоры с Турцией о поставках угля туда. Согласно данным базы ООН Comtrade, импорт угля из России в Турцию в мае вырос на 11% к маю прошлого года (до 1,03 млн т)."
25,Как платить налоги мобилизованным. Инструкция,https://www.rbc.ru/economics/06/10/2022/633d61b59a79470503f776da,"Федеральная налоговая служба (ФНС) дала разъяснения для налогоплательщиков в связи с проведением частичной мобилизации. Ответы на вопросы, что делать мобилизованным физлицам, самозанятым и индивидуальным предпринимателям (ИП), содержатся в письме ФНС в территориальные органы за подписью замглавы службы Андрея Бударина. Как следует из объяснений, с призванных граждан не снимается обязанность вовремя уплатить налоги, а для предпринимателей — страховые взносы за работников, также они должны подавать бухгалтерскую и налоговую отчетность. Однако сделать это можно через уполномоченных лиц, оформив доверенность через командира военного подразделения и послав ее по почте. В случае с уплатой налогов физлицами (например, транспортный налог, налог на имущество), ее могут произвести родственники, друзья или другие третьи лица — по номеру ИНН мобилизованного. Имущественные налоги за 2021 год нужно оплатить до 1 декабря. Опрошенные РБК эксперты опасаются, что выполнить налоговые обязательства мобилизованным в условиях военных действий будет сложно. Как платить налоги обычным гражданам и предпринимателям ФНС начисляет физлицам (не ИП и самозанятым) к самостоятельной уплате только имущественные налоги (транспортный, земельный, налог на имущество). Требования приходят в личный кабинет налогоплательщика или по почте. Как разъяснила ФНС, за мобилизованного эти налоги могут оплатить третьи лица, например, родственники или друзья. Для этого им нужно знать ИНН мобилизованного и осуществить платеж «за третьих лиц». Вместе с тем в некоторых случаях у физлиц есть обязанность самостоятельно заплатить НДФЛ, например, при получении дохода с продажи недвижимости, от выигрыша, вознаграждения. Чтобы сумма налога были исчислена, налогоплательщик должен подать декларацию о доходах по форме 3-НДФЛ. Как следует из объяснений ФНС, подать такую декларацию также может уполномоченное лицо, но только при наличии доверенности. Что касается самозанятых, то уплатить за них налоги также могут близкие при наличии ИНН мобилизованного. Кроме того, самозанятый может установить автоплатеж или уполномочить на оплату налога кредитную организацию, предоставив ей соответствующие права в приложении «Мой налог», говорится в письме. Без оформления доверенности не получится обойтись индивидуальным предпринимателям, а также руководителям организаций. Поскольку с них не снимается обязанность подавать налоговую и бухгалтерскую отчетность, уплачивать страховые взносы за сотрудников, осуществлять эти действия может уполномоченное лицо. Доверенность должна быть нотариально заверена или приравнена к таковой. В данном случае заверить доверенность может командир воинской части (согласно ст. 185.1 Гражданского кодекса). Передать доверенность уполномоченному лицу, если мобилизованный не успел сделать это лично, можно по почте, рекомендует ФНС. Какие риски видят эксперты Далеко не все мобилизованные будут озабочены вопросом выполнения налоговой обязанности, когда их призовут для прохождения военной службы, предупреждает руководитель направления «Досудебное разрешение налоговых споров» компании «Лемчик, Крупский и партнеры» Инна Иванова. В итоге ФНС может столкнуться с потерями из-за неуплаты налогов мобилизованными гражданами, полагает она. Другой риск эксперты видят в необходимости писать доверенности «в полевых условиях», если военнослужащий не успел передать необходимые данные доверенному лицу. В местах проведения боевых действий нельзя пользоваться личным телефоном и нет возможности самому отнести доверенность на почту, поэтому возникают риск утечки личных данных и почва для мошенничества. «Писать доверенность нужно так, чтобы не оставалось свободных мест для вписывания третьими лицами себя и полномочий, которыми можно злоупотребить. Уполномоченные лица тоже могут быть не чисты на руку. Поэтому в доверенности стоит указать ограниченные полномочия, которые необходимы только для исполнения обязанностей перед государством, но не дают права, например, отчуждать имущество», — советует Иванова. Налогоплательщикам лучше заранее позаботиться о составлении доверенностей у нотариуса, доступе в личный кабинет для доверенных лиц и уплате налогов. «Обязательно нужно указать требование о дублировании сообщений от налоговых органов в электронном виде и на бумажном носителе», — добавила ведущий специалист налоговой практики Amulex.ru Ирина Бычкова. Каковы перспективы налоговых каникул для мобилизованных Правительство рассматривает возможность дать части мобилизованных отсрочки по уплате налогов. Поручение обеспечить возможность переноса срока уплаты налоговых и других платежей дал Минфину и ФНС вице-премьер Андрей Белоусов, сообщил кабмин 4 октября. Предполагается, что меры коснутся «предпринимателей, которые продолжат вести бизнес». Также планируется перенести сроки предоставления деклараций и отчетности. Отсрочка должна вступить в силу со дня начала частичной мобилизации, то есть будет распространяться на уже призванных предпринимателей, утверждает источник РБК, близкий к правительству. РБК направил запрос о параметрах и сроке введения налоговых каникул в Минфин и ФНС. В разъясняющем письме налоговой службы, которое было разослано до совещания у Белоусова, об отсрочках для предпринимателей не говорится. Что касается уплаты имущественных налогов физлицами, то в нем отмечается, что на федеральном уровне льгот для земельного и транспортного налога не предусмотрено, но они могут быть включены в региональные меры поддержки. Такие случаи есть. Временно освободить участников спецоперации от уплаты транспортного налога решило, например, правительство Хакасии, сообщило 3 октября местное издание «Глас народа». При этом для военнослужащих действует общая льгота, предусматривающая освобождение от уплаты налога на имущество физлиц, но только в отношении одного объекта налогообложения каждого вида (квартира или комната, дом, гараж и т.д.). Дополнительные льготы предоставляются по решению муниципалитетов, говорится в директиве ФНС. Ранее правительство приняло решение о предоставлении кредитных каникул для участников спецоперации в заявительном порядке. Для их получения необходимо самостоятельно обратиться в кредитную организацию, поясняла 4 октября первый замминистра труда и соцзащиты Ольга Баталина. При отсутствии налоговой отсрочки и возникновении долга по платежам военнослужащие могут попытаться освободить себя от пени и штрафов, отметила Иванова. Такая возможность предусмотрена ст. 111 Налогового кодекса о наличии обстоятельств, исключающих вину в совершении налогового правонарушения."
26,Решетников назвал излишне консервативным прогноз Всемирного банка по ВВП,https://www.rbc.ru/economics/05/10/2022/633d98a69a79471b4415e920,"Министр экономики Максим Решетников назвал «излишне консервативным» прогноз Всемирного банка по ВВП России, передает ТАСС. В опубликованном накануне докладе Всемирного банка говорится, что российская экономика в 2022 году сократится на 4,5%, в 2023 году — на 3,5%, а в 2024 году вырастет на 1,6%. «Это их собственные оценки, которые, как правило, не учитывают реализуемые и планируемые стратегические меры правительствами стран», — пояснил Решетников. По его словам, по 2022 году аналитики организации близки к оценке российских властей, но в прогнозе на следующий год не учтены «те решения, которые заложены в бюджет, и приоритеты, над которыми правительство России сейчас работает». В сентябре Решетников заявил, что ВВП России по итогам 2022 года сократится на 2,9%, а в 2023 году — на 0,8%. При этом еще в середине августа Минэкономразвития ожидало падения ВВП в 2022 году на 4,2%, а в 2023 году — на 2,7%. «Согласно прогнозу, нижняя точка спада экономики будет пройдена в четвертом квартале 2022 года», — добавил Решетников. Целевым сценарием он назвал продолжение «ускоренной адаптации» экономики к санкциями. Этот вариант предусматривает импортозамещение, развитие транспортно-логистических коридоров, переориентацию экспорта на Восток, ускоренную цифровизацию. По данным Минэкономразвития, в 2024 году и 2025 году экономика России будет расти на 2,6% в год. В числе рисков для прогноза Решетников назвал замедление экономики Китая и дальнейшее ужесточение западных санкций. Глава ведомства не сказал, учитывалась ли в расчетах частичная мобилизация, объявленная в России 21 сентября."
27,Болгария временно отказалась от санкций ЕС против топлива из России,https://www.rbc.ru/economics/05/10/2022/633d87d39a79471522cb61fe,"Болгария временно не будет соблюдать санкции Евросоюза против российских компаний-поставщиков топлива в связи со сложившейся ситуацией в энергетике. Такое решение приняло временное правительство республики, передает радиостанция Darik со ссылкой на пресс-службу. София отступит от положения Регламента Совета ЕС № 833/2014 о санкциях против России в связи с боевыми действиями на Украине в отношении государственных закупок на автомобильное топливо. Заключение новых государственных контрактов, а также исполнение заключенных договоров и соглашений разрешено после 10 октября 2022 года, запрет снова вступит в силу после 31 декабря 2024 года. Такое решение принято в связи с необходимостью обеспечить автомобильным топливом государственные ведомства и структуры по охране порядка, жизни и здоровья жителей государства, пояснили в правительстве. Ключевой российский оператор моторного топлива в Болгарии — «ЛУКОЙЛ Болгария», ей принадлежит нефтеперерабатывающий завод «ЛУКОЙЛ Нефтохим Бургас» и сеть заправочных станций. Глава болгарского Минфина Росица Велкова в начале сентября объявила о намерении добиться от Брюсселя разрешения продолжить закупать топливо из России как минимум до конца 2024 года. Если Болгария не получит отсрочки от санкций, то автомобили рискуют остаться без топлива, подчеркнула министр. Евросоюз в конце мая согласовал частичное эмбарго на российскую нефть. «Это немедленно охватывает более двух третей импорта нефти из России, сокращая огромный источник финансирования», — указал президент Евросовета Шарль Мишель. Под запрет попала не только нефть российского производства в чистом виде, но и смеси с ней. Если смешивается российская и нероссийская нефть, то под запрет попадает вся партия, говорится в разъяснениях. Исключение — способность поставщика четко показать, какая часть партии произведена не в России, тогда эту часть пообещали в Еврокомиссии пустить на европейский рынок. Разбираемся в рассылке"
