,title,href,text
12,SpaceX вывела на орбиту новую группу из 52 интернет-спутников Starlink,https://www.rbc.ru/rbcfreenews/633e2a2b9a79473f7bf7c6b2,"Ракета Falcon 9 американской компании SpaceX успешно вывела на орбиту новую группу интернет-спутников Starlink, сообщается в Twitter компании. «Развертывание 52 спутников Starlink подтверждено — завершение второго запуска SpaceX приблизительно за семь часов», — говорится в сообщении. Запуск произвели с базы космических сил США Ванденберг в Калифорнии. Ранее, 5 октября, другая ракета Falcon 9 направилась к МКС с площадки Космического центра им. Кеннеди во Флориде. На борту корабля находится российская космонавтка Анна Кикина. Вместе с ней в состав экипажа вошли два американских астронавта — Джош Кассада и Николь Манн, а также японец Коичи Ваката. Стыковка корабля с МКС произойдет спустя 29 часов полета, около 23:57 (мск) 6 октября. Экипаж корабля пробудет на орбите полгода. Starlink — проект по созданию системы спутников, целью которого является обеспечение глобального доступа к высокоскоростному интернету. В сентябре глава SpaceX Илон Маск рассказал, что сеть стала активна по всей планете, кроме Антарктиды. Пользоваться интернетом Starlink можно в части США, Австралии, Бразилии, Канаде, европейских странах. Во многих государствах Южной Америки, Африки и Азии сервис может начать работу уже в 2023-м. Всего на околоземной орбите находятся более 3 тыс. спутников Starlink."
13,В «Роскосмосе» назвали срок возможной встречи Борисова с главой NASA,https://www.rbc.ru/rbcfreenews/633e0fe19a794738c1223aeb,"Руководитель «Роскосмоса» Юрий Борисов и его коллега из Национального управления США по аэронавтике и исследованию космического пространства (NASA) Билл Нельсон «теоретически» могут встретиться до конца года, заявил исполнительный директор «Роскосмоса» по пилотируемым космическим программам Сергей Крикалев. По его словам, встреча Нельсона и Борисова «прорабатывается». «Желание встречи есть и с одной, и с другой стороны», — отметил Крикалев (цитата по ТАСС). Он добавил, что она может пройти в любом месте, но рациональнее будет выбор «нейтральной территории», и наиболее удобный вариант будут искать специалисты обеих структур. Крикалев также рассказал, что между Борисовым и Нельсоном состоялся телефонный разговор, но время его проведения и подробности содержания представитель «Роскосмоса» не уточнил. Несмотря на политические разногласия Москвы и Вашингтона, стороны продолжают сотрудничать в космической сфере. 5 октября в рамках программы перекрестных полетов NASA и «Роскосмоса» начался полет корабля Crew Dragon. В состав его экипажа на МКС отправилась российская космонавтка Анна Кикина. Как ранее анонсировал «Роскосмос», Россия планирует уйти с МКС после 2024 года. В NASA указывали, что не получали таких уведомлений от российской стороны. Крикалев на пресс-конференции после запуска Crew Dragon заявил, что Россия и США будут сотрудничать в космосе «так долго, как можно представить». Также присутствовавший там руководитель американской программы МКС Джоэл Монталбано, в свою очередь, сказал, что NASA хотело бы продлить программу перекрестных полетов с Россией."
14,"Ученый на примере Lego объяснил идею, за которую дали Нобелевку по химии",https://www.rbc.ru/technology_and_media/06/10/2022/633de7979a79472ec6be0004,"Клик-реакция, за которую вручили Нобелевскую премию 2022 года по химии, позволяет надежно соединять между собой молекулы и может быть использована в медицине и биохимии, сообщил РБК заведующий лабораторией функционализированных элементоорганических соединений Института элементоорганических соединений им. А.Н. Несмеянова РАН Дмитрий Перекалин. «Идея клик-реакции заключается в простом и надежном соединении между собой двух любых молекул. Как детали конструктора Lego: клик — и они соединились», — объяснил Перекалин. По словам ученого, эту идею сформулировал в начале 2000-х американский химик Барри Шарплесс, который и стал лауреатом премии вместе с еще двумя учеными — Каролин Бертоцци из США и Мортен Мелдал из Дании. В 2013 году Шарплесса уже называли кандидатом на Нобелевскую премию вместе с российско-американским химиком Валерием Фокиным. Они совместно работали над изучением клик-реакции. «У Фокина был такой пример, когда он склеил медные бруски. Он наносил одну молекулу на один медный брусок, размазывал, как клей. Вторую молекулу на другой брусок, потом их соединял, проходила клик-реакция. А дальше эти медные бруски настолько прочно склеивались, что, когда начинаете растягивать их обратно, растягивается сама медь», — рассказал Перекалин. По его мнению, «Фокин должен был бы стать третьим лауреатом сегодня вместо Мортина Мелдала», поскольку именно он нашел конкретную химическую реакцию для синтеза. Премию присудили за достижения не только в клик-химии, но и в биоортагональной химии. По словам Перекалина, этот термин означает, что реакция не влияет на молекулы, обычно присутствующие в живых организмах. Поэтому ее можно применять в биохимии и медицине. Этот аспект развила Бертоцци, указал ученый. «Два примера применения этого подхода: 1) можно прикрепить лекарственное вещество к специальной молекуле, которая доставит его к нужному органу, 2) можно прикрепить метку (например, флуоресцирующую) к биомолекуле и проследить, как биомолекула путешествует по организму и какую роль выполняет», — пояснил Перекалин."
15,"«Роскосмос» пообещал работать с NASA «так долго, как можно представить»",https://www.rbc.ru/technology_and_media/05/10/2022/633dd5d69a79472bec5b867a,"Россия и США будут сотрудничать в космосе «так долго, как можно представить», заявил исполнительный директор «Роскосмоса» по пилотируемым космическим программам Сергей Крикалев. Руководитель американской программы МКС Джоэл Монталбано в свою очередь заявил, что NASA хотело бы продлить программу перекрестных полетов с Россией. Крикалев и Монталбано приняли участие в пресс-конференции после запуска корабля Crew Dragon. На его борту на МКС в составе миссии Crew-5 отправилась российская космонавтка Анна Кикина. Полет проходит в рамках программы перекрестных полетов, договоренности о которой «Роскосмос» и NASA достигли в июле. 21 сентября по этой же программе в составе экипажа пилотируемого корабля «Союз МС-22» с космодрома Байконур на МКС отправился астронавт Франсиско Рубио. Россия в июле объявила о намерении уйти с МКС после 2024 года, хотя в NASA сказали, что не получали от «Роскосмоса» таких уведомлений. Руководитель космических операций агентства Кэти Людерс говорила, что Россия планировала оставаться на МКС по крайней мере до 2028 года. NASA продолжит эксплуатировать космическую станцию и после ухода России. Зампред Совета безопасности России Дмитрий Медведев в августе заявил, что Россия может ждать от США сотрудничества по космосу, «как от козла молока»."
16,Космический корабль с россиянкой на борту стартовал к МКС,https://www.rbc.ru/technology_and_media/05/10/2022/633dab7e9a79472132fca342,"Ракета Falcon 9 c россиянкой Анной Кикиной на борту стартовала с площадки Космического центра им. Кеннеди к МКС, РБК ведет трансляцию. Первая и вторая ступени ракеты отделились от основного блока, первая уже вернулась на надводную площадку SpaceX. Кикина после старта поблагодарила SpaceX, «Роскосмос» и NASA на русском языке. «За время пребывания в орбитальной лаборатории экипаж проведет более 200 научных экспериментов и демонстраций технологий в таких областях, как здоровье человека и лунные топливные системы», — отметили в SpaceX. Стыковка корабля с МКС произойдет спустя 29 часов полета, около 23:57 мск в четверг, 6 октября. Экипаж корабля пробудет на орбите полгода. Полет проходит в рамках программы перекрестных полетов «Роскосмоса» и NASA, стороны достигли соответствующей договоренности в июне. Подобное соглашение действовало до 2011 года, после чего экипажи на МКС начали доставлять исключительно российскими кораблями. Соглашение предполагает по три полета космонавтов на американских кораблях и астронавтов — на российских. Это позволит в случае нештатной ситуации обеспечить присутствие на МКС как минимум одного космонавта «Роскосмоса» или астронавта NASA, которые могли бы обслуживать сегменты России или США. Руководство «Роскосмоса» прежде сомневалось в качестве кораблей Crew Dragon, произведенных SpaceX. «Корабль еще не доведен до ума, это еще экспериментальный корабль», — говорил в декабре 2020 года занимавший в то время пост главы госкорпорации Дмитрий Рогозин. Спустя примерно год, в октябре 2021-го, он уже отозвался о продукции компании в положительном ключе, заявив о получении SpaceX «достаточного опыта». Разбираемся в рассылке"
17,Запуск ракеты Falcon-9 с российской космонавткой к МКС. Прямая трансляция,https://www.rbc.ru/technology_and_media/05/10/2022/633d8f4a9a794718c0665097,Разбираемся в рассылке
18,ФСО объяснила запрет испытаний аэротакси в «Сколково»,https://www.rbc.ru/technology_and_media/05/10/2022/633d62bb9a7947058f94d13f,"Федеральная служба охраны России (ФСО) вынесла отрицательное решение по запросу на введение в инновационном центре «Сколково» экспериментального правового режима для тестирования аэротакси и порекомендовала выбрать для испытаний другое место. Об этом говорится в ответе ФСО на запрос РБК. Как ранее рассказывали несколько источников РБК, ФСО и Минтранс не согласовали тестирование аэротакси в «Сколково», которое планировалось проводить в 2024 году. Для подобного тестирования на эту зону необходимо распространить экспериментальный правовой режим, который позволяет проводить испытания технологии, несмотря на ограничения, существующие в законодательстве. «В целях поддержания необходимого уровня безопасности воздушного движения в районе полосы воздушных подходов к аэропорту Внуково комиссией во взаимодействии с заинтересованными профильными министерствами и ведомствами принято отрицательное решение по данному вопросу», — говорится в ответе ФСО. Из объяснений Минтранса, с которым РБК ознакомился ранее, следовало, что отказ в согласовании тестирования связан с тем, что в ходе него будет использоваться технология мобильной связи пятого поколения (5G), что может оказать негативное влияние на работу радиоэлектронного оборудования воздушных судов, взлетающих или садящихся во Внуково. Кроме того, министерство отмечало, что Внуково используется для перевозки «объектов государственной охраны» (президента, госслужащих и т.п.), а полеты беспилотников под взлетающими или заходящими на посадку самолетами сами по себе «представляет угрозу безопасности». В итоге сейчас ищут альтернативную зону для тестирования аэротакси."
19,Единый измеритель аудитории ТВ и Рунета стал полностью российским,https://www.rbc.ru/technology_and_media/05/10/2022/633d420a9a7947f788d8a4ba,"Британская исследовательская группа Kantar вышла из состава акционеров компании Mediascope, занимающейся измерениями телевизионной и интернет-аудитории в России. Об этом РБК сообщил представитель Mediascope. О намерении приостановить свои бизнес-операции в России Kantar уведомил Mediascope еще в марте 2022 года, пояснил представитель компании. Планы приостановки деятельности касались также бизнеса Kantar в сфере маркетинговых исследований — компаний Kantar Russia и ARMI Marketing (последнюю контролирует сеть Millward Brown). 30 сентября Великобритания официально запретила России получать услуги своих рекламных и ИТ-компаний. «В сентябре 2022 года была достигнута финальная договоренность, в рамках которой Kantar передал свои российские активы менеджменту Mediascope», — сообщили в Mediascope, отказавшись назвать условия сделки и точные сроки. Кто именно подразумевается под «менеджментом», в пресс-службе Mediascope уточнять отказались. Гендиректором Mediascope является Руслан Тагиев, в разговоре с РБК он также не стал раскрывать детали сделки. Сделка не касалась актива ARMI Marketing, добавил представитель Mediascope. Чем известен Kantar Kantar — международная исследовательская группа, созданная в 1992 году. По собственным данным, компания работает на рынках более чем 90 стран, включая страны Северной Америки, Испанию, Францию, Италию, Китай и Бразилию. Раньше Kantar полностью принадлежал британскому рекламно-коммуникационному холдингу WPP. Однако на фоне ухудшения финансовых показателей летом 2019 года WPP продал 60% Kantar американскому инвестфонду Bain Capital. Компания была оценена в $4 млрд, доход WPP от продажи составил $3,1 млрд. Сам WPP еще в марте также объявил об уходе с российского рынка. Как Kantar влиял на измерение телеаудитории в России Kantar Media был основным владельцем TNS Russia — предшественника Mediascope — до 2016 года. Однако летом 2016 года Госдума одобрила поправки в законы о СМИ и рекламе, накладывавшие на рекламодателей обязанность иметь договор с единым телеизмерителем, выбранным Роскомнадзором. При этом заниматься измерениями телеаудитории в России по новому закону могут только те компании, в которых доля иностранного участия не превышает 20%. В результате Kantar был вынужден продать 80% TNS Russia дочерней компании государственного ВЦИОМ — «ВЦИОМ-Медиа», зарегистрированной в качестве отдельного юрлица незадолго до сделки. Сумма сделки, по информации СМИ, составляла 1,4 млрд руб. Для этого «ВЦИОМ-Медиа» даже проводила тендер на привлечение кредита. Сохранив миноритарную долю в 20%, Kantar Media продолжал поддерживать проводимые в России исследования с точки зрения используемых технологий, исследовательских решений и консалтинга. Так, например, именно Kantar развивает технологию измерения аудитории ТВ с помощью пиплметров — специальных устройств, которые устанавливаются в домах и квартирах и измеряют, какие каналы и в какое время смотрят жильцы. Mediascope в своей работе использует пиплметры с системой Audio Matching. По данным самой компании, сейчас в телеизмерениях участвует более 9 тыс. домохозяйств с учетом дач. Панель в городах с населением более 100 тыс. человек насчитывает более 6,7 тыс. домохозяйств, а панель в населенных пунктах размером менее 100 тыс. человек — порядка 2,3 тыс. Собранные на основе этих измерений данные экстраполируются либо на всех жителей крупных городов, либо на всю страну. Полученные рейтинги определяют популярность тех или иных каналов и передач, на их основе продается реклама. На вопрос РБК о том, сможет ли Mediascope и дальше применять софт и технологии Kantar, в компании заверили, что изменение состава акционеров АО «Медиаскоп» «не оказало существенного влияния на работу компании». «С 2016 года значительная часть работ уже была локализована», — отметили в компании, добавив, что измеритель сохраняет все свои обязательства перед клиентами и партнерами и продолжает реализовывать все свои проекты «в полном объеме». РБК направил запрос в головной офис Kantar. Кто и почему критиковал Mediascope Недовольство технологиями измерения Mediascope, в том числе пиплметрами, неоднократно выражал гендиректор «Первого канала» Константин Эрнст. В 2005 году вещатель даже отказывался от услуг измерителя. В 2017 году сотрудничество возобновилось, но даже после этого Эрнст называл методику измерения с помощью пиплметров устаревшей, поясняя, что система «измеряет только сегмент аудитории в основном пожилой, малоподвижной и не очень состоятельной». В 2020 году гендиректор «Первого канала» заявил, что анализировать аудиторию на основании этих данных «так же опасно, как летчику пилотировать самолет по сломанным приборам». По словам Эрнста, «мало кто представляет», что доли и рейтинги больших каналов в городах с миллионным населением «часто распределяются на основании данных порядка 30 таких коробочек, так что победу того или иного канала явно определяет бабушка, в чью-то пользу заснувшая у телевизора». Об отказе ставить счетчики Mediascope на свои сайты заявлял и «Яндекс», после того как Роскомнадзор назначил компанию единым измерителем аудитории Рунета. Представитель «Яндекса» тогда заявил РБК, что компания сама будет «передавать достаточный для анализа аудитории набор обезличенной информации о посещении своих площадок». Такой подход, как объясняли в «Яндексе», «позволяет соблюсти баланс между защитой данных пользователей и партнеров, прозрачностью измерения интернет-аудитории, а также соблюдением законодательных требований»."
20,Twitter подтвердил намерение Маска купить соцсеть за начальную стоимость,https://www.rbc.ru/technology_and_media/05/10/2022/633cd2929a7947d95f838390,"Руководство социальной сети Twitter получило письмо американского бизнесмена, основателя компаний Tesla и SpaceX Илона Маска и намерено закрыть сделку по продаже ему соцсети на начальных условиях, по цене $54,20 за одну обыкновенную акцию. Об этом сообщил Reuters представитель платформы. При этом представитель не стал уточнять, принял ли Twitter предложение Маска. Ранее, 4 октября, агентство со ссылкой на источник, знакомый с ситуацией, сообщило, что Маск направил Twitter письмо, в котором предложил заключить соглашение о покупке соцсети на начальных условиях, если судья американского штата Делавэр приостановит разбирательство по иску Twitter к нему. Соцсеть подала в суд на Маска из-за желания отказаться от покупки. Руководство Twitter хотело обязать бизнесмена заключить сделку в судебном порядке. Маск, в свою очередь, направил встречные требования, подробности иска не разглашались. Судебный процесс между предпринимателем и руководством соцсети должен начаться 17 октября, слушания продлятся пять дней. В его рамках суд должен выяснить, может ли Маск расторгнуть соглашение о покупке. Соглашение, о котором идет речь, Маск уже заключил. Это произошло 25 апреля. Он утверждал, что покупает соцсеть, чтобы сделать ее алгоритмы открытыми, победить спам-ботов и ввести процедуру подтверждения всех аккаунтов. Ожидалось, что сделку закроют до конца 2022 года, она должна была обойтись Маску в $44 млрд. Однако в начале июля юристы Маска сказали, что он собрался расторгнуть договоренность. Поводом для расторжения сделки, по словам адвокатов, стал отказ социальной сети предоставить достоверную информацию о поддельных аккаунтах и спам-ботах. Ранее миллиардер приостанавливал сделку до подтверждения данных, что доля поддельных и спам-аккаунтов не превышает 5% от общего числа пользователей Twitter. В отчете Twitter от 2 мая сказано, что доля таких аккаунтов не превышает 5% от общего числа «монетизируемых ежедневных активных пользователей» соцсети, писал Reuters. Маск решил проверить это утверждение. Он выбрал 100 случайных профилей и сделал вывод, что как минимум 20% из них являются фейковыми. После того как Маск отказался от сделки, Twitter обвинила его в отказе выполнять обязательства перед платформой и ее акционерами, так как соглашение перестало отвечать его личным интересам. В случае, если сделка не состоится, Маск должен будет выплатить неустойку. Она составляет $1 млрд. Разбираемся в рассылке"
21,Суд продлил арест автору блога «Адские бабки» до 7 ноября,https://www.rbc.ru/rbcfreenews/633c931a9a7947cbe31c40bb,"Кузьминский районный суд Москвы продлил арест администратору телеграм-канала «Адкие бабки» журналистке Александре Баязитовой до 7 ноября. Об этом РБК сообщили в пресс-службе суда. Суд арестовал Баязитову в августе этого года по обвинению в мошенничестве. Журналистке вменяют совершение преступления, предусмотренного п. «б» ч. 3 ст. 163 УК (вымогательство, совершенное в целях получения имущества в особо крупном размере). По этой статье грозит до 15 лет лишения свободы. Как писал телеграм-канал Mash, изначально журналистка просила назначить ей домашний арест, чтобы помогать матери, которую недавно выписали из больницы. Кроме того, по его данным, Баязитова страдает сахарным диабетом, гипертонией и глаукомой. Изменить меру пресечения журналистке из-за проблем со здоровьем также предлагал депутат Госдумы, телеведущий Евгений Попов. Вместе с Баязитовой по делу в качестве обвиняемых проходят пиар-менеджер Инна Чурилова и медиатехнолог Ольга Архарова, которые администрировали телеграм-каналы «Небрехня» и «Финансовый караульный». Всех женщин, по информации «Коммерсанта», обвиняют в вымогательстве 1,2 млн руб. у топ-менеджера ПСБ Александра Ушакова. Чурилова, писала газета, впоследствии продала свой канал. После этого они разделили обязанности, и Баязитова стала выполнять функции главного редактора и корреспондента, а Чурилова и Архарова искали клиентов, готовых размещать на каналах рекламу или антирекламу. Полученные доходы фигурантки делили в зависимости от степени участия в процессе, утверждало издание. Ушаков, осужденный в 2006 году за незаконную банковскую деятельность и подделку документов (ст. 172, 173 и 327 УК) на 4,5 года лишения свободы, вышел из тюрьмы в 2009 году, так как его судимость погасил суд. После этого он подал в суд иск с требованием убрать негативные публикации о нем из поисковой выдачи Google. Отдельные требования он предъявил и к Чуриловой, которая администрировала «Адские бабки», добиваясь удаления публикаций с канала. Чурилова и Баязитова, писала газета, договорились с помощницей Ушакова о снятии с канала двух уже написанных заметок за 70 тыс. руб. и об установке месячного блока на последующие негативные публикации о банкире еще за 350 тыс. руб. Деньги, по ее данным, женщины разделили между собой, а после истечения срока они начали требовать новую выплату. Защита обвиняемых полагает, что, так как запрошенных за блокировку на три месяца 900 тыс. руб. не хватало для обвинения по третьей, особо тяжкой части статьи УК о вымогательстве, помощница Ушакова привлекла к переговорам Архарову, и сумма выросла до 1,2 млн руб. Полицейские, которые следили за переговорами, «зафиксировали» эту сумму, отмечал «Коммерсантъ». Адвокаты отрицают версию о вымогательстве. «Заявитель [Ушаков], по сути, сам предложил им отказаться от намеченного плана, пообещав компенсировать недополученную прибыль», — говорила адвокат Архаровой Елена Федулова. Заявления Чуриловой и Архаровой о признании вины на заседании по мере пресечения она назвала следствием их «правовой безграмотности»."
22,Симоньян заявила о выигранном у Google суде о разблокировке 27 каналов RT,https://www.rbc.ru/rbcfreenews/633c8d629a7947cb3cf55214,"Суд удовлетворил иск учредителя телеканала RT АНО «ТВ-Новости» к американской корпорации Google по разблокировке 27 связанных с ним YouTube-каналов. Об этом сообщила главный редактор МИА «Россия сегодня» и телеканала RT Маргарита Симоньян в своем телеграм-канале. «Мы выиграли суд у Google. Их обязали разблокировать наши 27 каналов. В случае неисполнения выплачивать судебную неустойку (100 тыс. рублей в день) после вступления решения в силу до момента фактического исполнения решения с еженедельным увеличением суммы ежедневной неустойки в два раза», — написала она. В картотеке арбитражных дел также появилась информация об удовлетворении иска. АНО «ТВ-Новости» подала его в мае к генеральной корпорации Google LLC, ее ирландскому подразделению Google Ireland Limited и российской «дочке» ООО «Гугл». Третьей стороной разбирательства выступил Роскомнадзор. Google начал блокировать все связанные с RT YouTube-каналы в Европе в марте на фоне военной спецоперации на Украине. Такие же меры ввели в отношении агентств Sputnik и «РИА Новости» (входят в МИА «Россия сегодня»). После блокировки суд наложил арест на имущество и счета российского подразделения Google по искам АНО «ТВ-Новости» и других российских СМИ, где содержались те же претензии. По иску RT он наложил арест на средства и недвижимое имущество ООО «Гугл» общей стоимостью 500 млн руб. Роскомнадзор потребовал снять ограничения, которые, как утверждали в ведомстве, «нарушают ключевые принципы свободного распространения информации и беспрепятственного доступа к ней»."
23,Суд оштрафовал TikTok на ₽3 млн за неудаление запрещенной информации,https://www.rbc.ru/rbcfreenews/633bee469a7947955c9a7e85,"Мировой судья судебного участка Таганского района Москвы оштрафовал TikTok на 3 млн руб. за неудаление запрещенной информации, сообщили РБК в пресс-службе Таганского суда. Штраф компании был назначен по ч. 2 ст. 13.41 КоАП. Максимальный штраф для юрлиц по ней — 4 млн руб. Как пишет ТАСС, суд признал TikTok виновным в распространении пропаганды ЛГБТ. Такое решение суд вынес на основании протокола Роскомнадзора, который, в свою очередь, был составлен после обращения Росмолодежи, сообщил ТАСС со ссылкой на материалы дела, оглашенные на заседании. Поводом для составления протокола стало то, что 10 февраля в TikTok была размещена видеозапись, в которой автор говорит об обучении английскому языку через гендерность, а также «формирует искаженное представление о нетрадиционных сексуальных отношениях», пишет агентство. Всего с 2021 года ТikTok оштрафовали на общую сумму более 11 млн руб. за отказ удалить запрещенную информацию."
24,Для перенесенной лунной миссии разработают альтернативную схему посадки,https://www.rbc.ru/technology_and_media/04/10/2022/633bd86c9a79478d46740913,"Для автоматической станции «Луна-25» разработают альтернативные схемы посадки, чтобы она могла сесть на спутник даже с доплеровским измерителем скорости и дальности ДИСД-ЛР, характеристики которого не отвечают техническим требованиям, рассказал в интервью журналу «Русский космос» гендиректор НПО им. Лавочкина Владимир Колмыков. «На основе данных, полученных при испытаниях ДИСД-ЛР, кооперация, участвующая в проекте, развернула работы по анализу альтернативных вариантов спуска на поверхность Луны», — сказал он. По словам Колмыкова, специалисты смоделировали посадку космического аппарата. Для того чтобы она прошла успешно с учетом достигнутых характеристик ДИСД-ЛР, нужна доработка и дополнительные испытания алгоритмов и программного обеспечения управления посадкой, сообщил он. При этом комплексные электрические испытания «Луны-25» в термовакуумной камере прошли успешно и подтвердили заданные в документации характеристики самого аппарата, добавил глава НПО им. Лавочкина. Об очередном переносе лунной программы «Роскосмос» сообщил в начале сентября. Причиной стали проблемы с доплеровским измерителем скорости и дальности, разработанным концерном «Вега» (входит в «Ростех»). Источник ТАСС говорил, что прибор признан не соответствующим требованиям технического задания по точности. Станция «Луна-25» предназначена для выбора подходящих площадок для посадки последующих аппаратов с помощью зонда, а также проведения контактных исследований поверхности в районе южного полюса Луны. Она должна была отправиться на спутник в 2015 году, но запуск в течение семи лет переносили. Теперь он запланирован на 2023 год, сообщил Колмыков."
